item,unit,grams_per_unit,portion_label,display_contains,display_excludes,evidence,reason
salsa,cup,260,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_salsa_cup_20260415),SR28 salsa cup is about 260g.
tomatoes in puree,cup,240,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_tomatoes_in_puree_cup_20260415),Canned tomatoes in puree cup uses canned tomato volume estimate.
yellow pepper,cup,149,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_yellow_pepper_cup_20260415),Yellow pepper cup uses SR28 sweet pepper chopped cup estimate.
scotch bonnet pepper,tsp,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_scotch_bonnet_tsp_20260415),Minced hot pepper teaspoon estimate.
scotch bonnet pepper,count,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_scotch_bonnet_count_20260415),One Scotch bonnet/habanero pepper estimate.
canned salmon,cup,136,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_canned_salmon_cup_20260415),SR28 canned salmon cup flaked estimate.
whole wheat pasta,cup,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_whole_wheat_pasta_cup_20260415),Cooked whole-wheat pasta cup estimate for cooked pasta rows.
roma tomato,count,62,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_roma_tomato_count_20260415),One Roma/plum tomato estimate.
yellow pepper,tsp,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_yellow_pepper_tsp_20260415),Minced yellow pepper teaspoon estimate.
scotch bonnet pepper,cup,149,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_scotch_bonnet_cup_20260415),Hot pepper cup uses sweet pepper chopped cup estimate when minced volume is given.
bartlett pear,lb,453.592,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_bartlett_pear_lb_20260415),Generic pound mass conversion for Bartlett pear parenthetical weights.
mangoe,cup,165,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_mangoe_cup_20260415),Temporary plural-normalization guard: mangoe concept uses mango cup weight.
but firm bartlett pears,lb,453.592,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_but_firm_bartlett_pear_lb_20260415),Generic pound mass conversion for parser/current-item Bartlett pear guard.
chili,small,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chili_small_20260415),Small chile pepper estimate for dried/fresh chile alternative rows.
chicory lettuce,bunch,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chicory_lettuce_bunch_20260415),One bunch chicory lettuce/escarole greens estimate.
tap water,cup,237,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_tap_water_cup_20260415),USDA/FDC cup water convention uses about 237g per cup.
uncooked long grain rice,cup,185,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_uncooked_long_grain_rice_cup_20260415),SR28 raw long-grain rice cup dry measure is about 185g.
rice miso,tbsp,17,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_brown_rice_miso_tbsp_20260415),SR28 miso tablespoon household estimate.
lime,tsp,1.8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_dried_lime_powder_tsp_20260415),Dried lime powder teaspoon uses dry spice powder estimate.
sambal,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_sambal_tsp_20260415),Sambal/chile paste teaspoon estimate.
red pepper,cup,149,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_red_pepper_cup_20260415),SR28 sweet pepper chopped cup estimate.
green pepper,count,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_green_pepper_count_20260415),One medium green pepper estimate; supports half-pepper rows.
cooking apple,small,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_cooking_apple_small_20260415),Small cooking apple edible portion estimate.
organic onion,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_organic_onion_count_20260415),Organic/sweet onion count uses medium raw onion estimate.
french trimmed lamb cutlets,count,75,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_lamb_cutlet_count_20260415),One small frenched lamb cutlet edible lean/fat estimate.
torn romaine lettuce,cup,47,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_torn_romaine_lettuce_cup_20260415),SR28 shredded/torn romaine cup estimate.
navel orange,count,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_navel_orange_count_20260415),One navel orange edible portion estimate.
onions,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_onion_count_20260415),One medium onion estimate for plural onion count rows.
onions,slice,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_onion_slice_20260415),One medium onion slice estimate.
red peppers,count,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_red_peppers_count_20260415),One medium red pepper estimate.
pears,count,178,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_pears_count_20260415),One medium pear edible portion estimate.
salmon,fillet,170,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_salmon_fillet_count_20260415),One salmon fillet estimate for unweighted fillet rows.
dried red chilies,small,1,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_dried_red_chili_small_20260415),One small dried red chile estimate.
chopped mint,tbsp,1.6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chopped_mint_tbsp_20260415),Chopped fresh mint tablespoon herb estimate.
pickled jalapeño,tbsp,8.6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_pickled_jalapeno_tbsp_20260415),Chopped pickled jalapeno tablespoon estimate.
pea pod,count,3.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_pea_pod_count_20260415),One edible pea pod estimate.
beets,count,82,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_beet_count_20260415),One small beet edible portion estimate for count rows.
thyme sprigs,bunch,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_thyme_sprigs_bunch_20260415),One grocery bunch fresh thyme estimate.
chipotle pepper,count,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chipotle_pepper_count_20260415),One chipotle pepper in adobo estimate.
organic broccoli,head,608,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_organic_broccoli_head_20260415),One medium broccoli head estimate.
mixed nuts,tbsp,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_mixed_nuts_tbsp_20260415),Mixed nuts tablespoon estimate.
summer sausage,slice,18,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_summer_sausage_slice_20260415),One summer sausage slice estimate.
tender carrots,small,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_tender_carrot_small_20260415),One small tender carrot estimate.
lettuce leaf,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_lettuce_leaf_count_20260415),One lettuce leaf estimate.
nectarines,count,142,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_nectarine_count_20260415),One medium nectarine edible portion estimate.
tomato,slice,20,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_tomato_slice_20260415),One tomato slice estimate.
pepperoncini peppers,count,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_pepperoncini_count_20260415),One jarred pepperoncini pepper estimate.
pineapple chunks,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_pineapple_chunk_count_20260415),One pineapple chunk estimate.
coconut meat,cup,80,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_coconut_meat_cup_20260415),One cup young/raw coconut meat estimate.
peach,large,175,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_peach_large_20260415),One large peach estimate.
chicory lettuce,head,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chicory_lettuce_head_20260415),One head/bunch chicory lettuce estimate.
salmon,count,170,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_salmon_count_20260415),One salmon fillet estimate when parser drops the fillet unit.
caramelized pecans,tbsp,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_caramelized_pecans_tbsp_20260415),Chopped pecans tablespoon estimate.
baby carrot,count,10,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_baby_carrot_count_20260415),One baby carrot estimate.
chinese lettuce,count,840,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_chinese_lettuce_count_20260415),One Chinese cabbage/lettuce head estimate; supports fractional head rows.
bulgur,cup,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_bulgur_cup_20260415),One cup dry coarse bulgur estimate.
mixed salad greens,cup,35,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_mixed_salad_greens_cup_20260415),One cup loose mixed salad greens estimate.
spinach leaves,count,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (codex_low100_spinach_leaves_count_default_20260415),No-unit spinach leaves row defaults to a small salad handful when parser emits count.
thyme,count,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_thyme_count_20260415),Count thyme defaults to sprig.
bay leaf,dried,0.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bay_leaf_dried_20260415),Dried bay leaf ~0.2g (same as fresh dried weight).
jalapeño pepper,piece,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jalapeno_pepper_piece_20260415),One jalapeño pepper ~15g.
leek,piece,90,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_leek_piece_20260415),One leek ~90g.
yellow bell pepper,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_yellow_bell_pepper_piece_20260415),One yellow bell pepper ~120g.
yellow bell pepper,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_yellow_bell_pepper_count_20260415),Count yellow bell pepper ~120g.
red bell pepper,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_red_bell_pepper_piece_20260415),One red bell pepper ~120g.
green bell pepper,piece,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_bell_pepper_piece_20260415),One green bell pepper ~120g.
green bell pepper,count,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_bell_pepper_count_20260415),Count green bell pepper ~120g.
artichoke hearts,can,396,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_artichoke_hearts_can_20260415),Standard 14oz can artichoke hearts ~396g.
cannellini beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cannellini_beans_can_20260415),Standard 15oz can cannellini beans ~425g.
great northern beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_great_northern_beans_can_20260415),Standard 15oz can great northern beans ~425g.
navy beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_navy_beans_can_20260415),Standard 15oz can navy beans ~425g.
white beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_white_beans_can_20260415),Standard 15oz can white beans ~425g.
refried beans,can,454,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_refried_beans_can_20260415),Standard 16oz can refried beans ~454g.
lentils,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_lentils_can_20260415),Standard 15oz can lentils ~425g.
baby corn,count,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_baby_corn_count_20260415),One ear baby corn ~7g.
corn kernel,count,0.04,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_corn_kernel_count_20260415),One corn kernel ~0.04g.
creamed corn,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_creamed_corn_can_20260415),Standard 15oz can creamed corn ~425g.
dough,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dough_count_20260415),Count dough defaults to ~250g portion.
pizza dough,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pizza_dough_count_20260415),Count pizza dough defaults to ~250g.
bread dough,count,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bread_dough_count_20260415),Count bread dough defaults to ~500g (1 loaf).
biscuit dough,count,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_biscuit_dough_count_20260415),Count biscuit dough defaults to ~40g (1 biscuit).
chickpea,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_chickpea_can_20260415),Standard 15oz can chickpeas ~425g.
garbanzo beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_garbanzo_beans_can_20260415),Standard 15oz can garbanzo beans ~425g.
pumpkin puree,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pumpkin_puree_can_20260415),Standard 15oz can pumpkin puree ~425g.
evaporated milk,can,354,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_evaporated_milk_can_20260415),Standard 12oz can evaporated milk ~354g.
sweetened condensed milk,can,397,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sweetened_condensed_milk_can_20260415),Standard 14oz can sweetened condensed milk ~397g.
