gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
35266101109,2452428,"DOUBLE CHOCOLATE KRAVEN APPLE, DOUBLE CHOCOLATE",combo_pack,Snack,Combo Packs,Combo,chocolate,chocolate,,,,apple,[],[],{},,combo,"[""chocolate"",""apple""]",Snack > Combo Packs > Combo > Chocolate + Apple,1.0,[],"{""CATEGORY"":[""chocolate"",""apple""],""FLAVOR_UNIVERSAL"":[""chocolate"",""apple""],""FORM"":[""chocolate""],""STOPWORD"":[""double""]}"
37600166447,1897300,CINNAMON APPLES,combo_pack,Snack,Combo Packs,Combo,apples,,,,,cinnamon,[],[],{},,combo,"[""apples""]",Snack > Combo Packs > Combo > Apples,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apples""],""FLAVOR_UNIVERSAL"":[""cinnamon""]}"
38900030469,2575066,"SMOOTH APPLE-STRAWBERRY SAUCE WITH DICES OF APPLE, APPLE STRAWBERRY",combo_pack,Snack,Combo Packs,Dipper,strawberry,sauce,dices,smooth,canned,apple,[],[],{},,dipper,"[""apple sauce"",""strawberry sauce"",""sauce dices""]",Snack > Combo Packs > Dipper > Apple Sauce + Strawberry Sauce + Sauce Dices,1.0,[],"{""CATEGORY"":[""apple"",""strawberry"",""sauce"",""apple""],""CUT"":[""dices""],""FLAVOR_UNIVERSAL"":[""apple"",""strawberry"",""apple""],""FORM"":[""sauce""],""PREPARATION_STATE"":[""smooth""],""STOPWORD"":[""with"",""of""]}"
41318093711,1826126,SPICED APPLES,combo_pack,Snack,Combo Packs,Combo,apples,,,spiced,,spiced,[],[],{},,combo,"[""apples""]",Snack > Combo Packs > Combo > Apples,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apples""],""FLAVOR_UNIVERSAL"":[""spiced""],""PREPARATION_STATE"":[""spiced""]}"
45255152456,2545123,"CARAMEL APPLE CHOCOLATE LOVER'S, CARAMEL APPLE",combo_pack,Snack,Combo Packs,Combo,apple,chocolate,,,,caramel,[],[],{},,combo,"[""apple chocolate""]",Snack > Combo Packs > Combo > Apple Chocolate,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apple"",""chocolate""],""FLAVOR_UNIVERSAL"":[""caramel"",""apple"",""chocolate""],""FORM"":[""caramel"",""chocolate""]}"
71228174316,1857179,APPLE SLICED WITH GRAPES,combo_pack,Snack,Combo Packs,Dipper,apple,,sliced,sliced,,,[],[],{},,dipper,"[""apple sliced"",""grapes""]",Snack > Combo Packs > Dipper > Apple Sliced + Grapes,1.0,[],"{""CATEGORY"":[""apple"",""grapes""],""CUT"":[""sliced""],""FLAVOR_UNIVERSAL"":[""apple""],""PREPARATION_STATE"":[""sliced""],""STOPWORD"":[""with""]}"
72036704436,384411,A SMOOTH PUREE OF FRESHLY COOKED APPLES FRUIT POUCHES,single,Produce,Fruit,Apples,apples,puree,,smooth,,fruit,[],[],"{""diet"":[""freshly""]}",,,[],Produce > Fruit > Apples > Puree > Fruit > Smooth,1.0,[],"{""CATEGORY"":[""apples""],""DIET"":[""freshly""],""FLAVOR_UNIVERSAL"":[""fruit""],""FORM"":[""puree""],""PREPARATION_STATE"":[""smooth"",""cooked""],""STOPWORD"":[""of"",""freshly""]}"
72036704443,384408,A SMOOTH PUREE OF FRESHLY COOKED APPLES AND STRAWBERRIES,single,Produce,Fruit,Apples,apples,puree,,smooth,,,[],[],"{""diet"":[""freshly""]}",,,[],Produce > Fruit > Apples > Puree > Smooth,1.0,[],"{""CATEGORY"":[""apples"",""strawberries""],""DIET"":[""freshly""],""FORM"":[""puree""],""PREPARATION_STATE"":[""smooth"",""cooked""],""STOPWORD"":[""of"",""freshly"",""and""]}"
74641060440,2476414,APPLE CHEESE CARAMEL TRAY,combo_pack,Snack,Combo Packs,Tray,cheese,tray,,,,apple,[],[],{},,tray,"[""apple cheese"",""cheese caramel""]",Snack > Combo Packs > Tray > Apple Cheese + Cheese Caramel,1.0,[],"{""CATEGORY"":[""apple"",""cheese""],""COMBO_FORMAT"":[""tray""],""DISH_TYPE"":[""tray""],""FLAVOR_UNIVERSAL"":[""apple"",""caramel""],""FORM"":[""cheese"",""caramel"",""tray""]}"
77745249063,2490191,"APPLE TRAY, APPLE",combo_pack,Snack,Combo Packs,Tray,apple,tray,,,,,[],[],{},,tray,"[""apple tray""]",Snack > Combo Packs > Tray > Apple Tray,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apple""],""COMBO_FORMAT"":[""tray""],""DISH_TYPE"":[""tray""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""tray""]}"
6.28055E+11,837988,CHOCOLATE CARAMEL APPLE,combo_pack,Snack,Combo Packs,Combo,chocolate,caramel,,,,apple,[],[],{},,combo,"[""chocolate caramel"",""apple""]",Snack > Combo Packs > Combo > Chocolate Caramel + Apple,1.0,[],"{""CATEGORY"":[""chocolate"",""apple""],""FLAVOR_UNIVERSAL"":[""chocolate"",""caramel"",""apple""],""FORM"":[""chocolate"",""caramel""]}"
6.81131E+11,2328010,SLICED APPLES & GRAPES,combo_pack,Snack,Combo Packs,Combo,apples,,sliced,sliced,,,[],[],{},,combo,"[""apples"",""grapes""]",Snack > Combo Packs > Combo > Apples + Grapes,1.0,[],"{""CATEGORY"":[""apples"",""grapes""],""CUT"":[""sliced""],""PREPARATION_STATE"":[""sliced""],""STOPWORD"":[""and""]}"
7.04864E+11,1817415,APPLE NOODLE KUGEL,composite_dish,Meal,Composite Dishes,Kugel,noodle,kugel,,,,apple,[],[],{},kugel,,"[""apple noodle"",""noodle kugel""]",Meal > Composite Dishes > Kugel > Apple Noodle Kugel,1.0,[],"{""CATEGORY"":[""apple"",""noodle""],""DISH_TYPE"":[""kugel""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""noodle"",""kugel""]}"
7.32313E+11,2608304,PEELED APPLE SLICES,combo_pack,Snack,Combo Packs,Combo,apple,,peeled,peeled,,,[],[],{},,combo,"[""apple slices""]",Snack > Combo Packs > Combo > Apple Slices,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apple""],""CUT"":[""peeled"",""slices""],""FLAVOR_UNIVERSAL"":[""apple""],""PREPARATION_STATE"":[""peeled""],""STOPWORD"":[""slices""]}"
8.44527E+11,1530207,"CRAFTY COOKING KITS, DISNEY CARAMEL APPLE KIT",combo_pack,Snack,Combo Packs,Kit,apple,kit,,,,caramel,[],[],{},,kit,"[""apple kit""]",Snack > Combo Packs > Kit > Apple Kit,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""kits"",""apple"",""kit""],""COMBO_FORMAT"":[""kit""],""DISH_TYPE"":[""kit""],""FLAVOR_UNIVERSAL"":[""caramel"",""apple""],""FORM"":[""caramel"",""kit""],""STOPWORD"":[""cooking""]}"
790410058,2084923,"WELCH'S, DRIED HONEY CRISP APPLES",composite_dish,Meal,Composite Dishes,Crisp,honey,crisp,,crisp,dried,,[],[],"{""sweetener"":[""honey""]}",crisp,,"[""honey crisp"",""apples""]",Meal > Composite Dishes > Crisp > Welch Dried Honey Crisp Apples,1.0,[],"{""BRAND_NOISE"":[""welch""],""CATEGORY"":[""honey"",""crisp"",""apples""],""DISH_TYPE"":[""crisp""],""FLAVOR_UNIVERSAL"":[""honey""],""FORM"":[""crisp""],""PREPARATION_STATE"":[""crisp""],""STOPWORD"":[""crisp""],""STORAGE"":[""dried""],""SWEETENER"":[""honey""]}"
34325100695,2563709,DRIED OKRA,combo_pack,Snack,Combo Packs,Combo,,,,,dried,,[],[],{},,combo,[],Snack > Combo Packs > Combo,0.8,"[""combo_components_lt_2""]","{""STORAGE"":[""dried""]}"
13964098525,1766233,"VINCENT FAMILY, DRIED CRANBERRIES WITH UNSWEETENED APPLE JUICE",combo_pack,Snack,Combo Packs,Dipper,apple,juice,,,dried,,[],[],"{""sweetener"":[""unsweetened""]}",,dipper,"[""cranberries"",""apple juice""]",Snack > Combo Packs > Dipper > Cranberries + Apple Juice,1.0,[],"{""CATEGORY"":[""cranberries"",""apple"",""juice""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""juice""],""STOPWORD"":[""family"",""with""],""STORAGE"":[""dried""],""SWEETENER"":[""unsweetened""]}"
24182000900,2658688,"APPLE SWEETENED ORGANIC DRIED CRANBERRIES, APPLE SWEETENED",single,Produce,Fruit,Apple,apple,,,,dried,,[],[],"{""diet"":[""organic""],""sweetener"":[""sweetened""]}",,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple"",""cranberries""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple""],""STORAGE"":[""dried""],""SWEETENER"":[""sweetened""]}"
28500130560,2187429,FRIED APPLES,single,Produce,Fruit,Apples,apples,fried,,fried,canned,,[],[],{},,,[],Produce > Fruit > Apples > Fried,1.0,[],"{""CATEGORY"":[""apples""],""FORM"":[""fried""],""PREPARATION_STATE"":[""fried""]}"
34325810815,2054760,ORGANIC DRIED APPLES,single,Produce,Fruit,Apples,apples,,,,dried,,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apples""],""DIET"":[""organic""],""STORAGE"":[""dried""]}"
36800140363,1373457,FRIED APPLES,single,Produce,Fruit,Apples,apples,fried,,fried,canned,,[],[],{},,,[],Produce > Fruit > Apples > Fried,1.0,[],"{""CATEGORY"":[""apples""],""FORM"":[""fried""],""PREPARATION_STATE"":[""fried""]}"
36800140370,1377313,"FRIED APPLES WITH CINNAMON, CINNAMON",single,Produce,Fruit,Apples,apples,fried,,fried,canned,cinnamon,[],"[""cinnamon""]",{},,,[],Produce > Fruit > Apples > Fried > Cinnamon,1.0,[],"{""CATEGORY"":[""apples""],""FLAVOR_UNIVERSAL"":[""cinnamon""],""FORM"":[""fried""],""PREPARATION_STATE"":[""fried""],""STOPWORD"":[""with""]}"
38259118559,2381696,SLICED DRIED APPLES,single,Produce,Fruit,Apples,apples,,sliced,sliced,dried,,[],[],{},,,[],Produce > Fruit > Apples > Sliced,0.8,[],"{""CATEGORY"":[""apples""],""CUT"":[""sliced""],""PREPARATION_STATE"":[""sliced""],""STORAGE"":[""dried""]}"
41220870837,2632807,"APPLE PEACH FRUIT & YOGURT BLEND POUCH, APPLE PEACH",single,Produce,Fruit,Peach,peach,yogurt,,,,apple,[],[],{},,,[],Produce > Fruit > Peach > Yogurt > Apple,1.0,[],"{""CATEGORY"":[""apple"",""peach"",""yogurt"",""blend""],""FLAVOR_UNIVERSAL"":[""apple"",""peach"",""fruit""],""FORM"":[""yogurt"",""blend""],""STOPWORD"":[""and""]}"
46567624518,2216406,TRIPLE DELIGHT CARAMEL APPLE,combo_pack,Snack,Combo Packs,Combo,apple,caramel,,,,delight,[],[],{},,combo,"[""apple""]",Snack > Combo Packs > Combo > Apple,0.8,"[""combo_components_lt_2""]","{""BRAND_NOISE"":[""delight""],""CATEGORY"":[""apple""],""FLAVOR_UNIVERSAL"":[""delight"",""caramel"",""apple""],""FORM"":[""caramel""],""STOPWORD"":[""triple""]}"
70044005538,2456440,"CHAMPION DRIED FRUIT, DRIED FRUIT BITES MIX, APRICOTS, RAISINS, APPLES, PEACHES, PEARS, APRICOTS, RAISINS, APPLES, PEACHES, PEARS",single,Snack,Bites,Bites,bites,mix,,,dried,fruit,[],[],{},,,[],Snack > Bites > Bites > Mix > Fruit,1.0,[],"{""CATEGORY"":[""bites"",""mix"",""raisins"",""apples"",""peaches"",""pears""],""FLAVOR_UNIVERSAL"":[""fruit"",""fruit""],""FORM"":[""bites"",""mix""],""STORAGE"":[""dried"",""dried""]}"
71430846360,2103595,APPLE DIJON SALAD KIT,composite_dish,Meal,Composite Dishes,Salad,apple,kit,,,,dijon,[],[],{},salad,,"[""apple salad"",""salad kit""]",Meal > Composite Dishes > Salad > Apple Dijon Salad Kit,1.0,[],"{""CATEGORY"":[""apple"",""salad kit"",""kit""],""COMBO_FORMAT"":[""kit""],""DISH_TYPE"":[""salad"",""kit""],""FLAVOR_UNIVERSAL"":[""apple"",""dijon""],""FORM"":[""salad"",""kit""]}"
72431043734,2055954,"LUNDS & BYERLYS, ORGANIC DRIED DICED APPLES",single,Produce,Fruit,Apples,apples,,diced,diced,dried,,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apples > Diced,0.8,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apples""],""CUT"":[""diced""],""DIET"":[""organic""],""PREPARATION_STATE"":[""diced""],""STOPWORD"":[""and""],""STORAGE"":[""dried""]}"
78742212173,1920565,DRIED APPLES,single,Produce,Fruit,Apples,apples,,,,dried,,[],[],{},,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""CATEGORY"":[""apples""],""STORAGE"":[""dried""]}"
81867200093,2029003,100% FRUIT SWEETENED APPLE BUTTER,single,Produce,Fruit,Apple,apple,butter,,,,fruit,[],[],"{""sweetener"":[""sweetened""]}",,,[],Produce > Fruit > Apple > Butter > Fruit,1.0,[],"{""CATEGORY"":[""apple"",""butter""],""FLAVOR_UNIVERSAL"":[""fruit"",""apple""],""FORM"":[""butter""],""SWEETENER"":[""sweetened""]}"
85239971727,2659228,"MIXED FRUIT DRIED APRICOTS, PLUMS, PEACHES AND APPLES, MIXED FRUIT",single,Pantry,Mixes,Mixed,mixed,mixed,,,dried,fruit,[],[],{},,,[],Pantry > Mixes > Mixed > Fruit,1.0,[],"{""CATEGORY"":[""mixed"",""peaches"",""apples""],""FLAVOR_UNIVERSAL"":[""fruit""],""FORM"":[""mixed""],""STOPWORD"":[""and""],""STORAGE"":[""dried""]}"
85239971734,2659151,DRIED APPLES,single,Produce,Fruit,Apples,apples,,,,dried,,[],[],{},,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""CATEGORY"":[""apples""],""STORAGE"":[""dried""]}"
86101127501,2072470,DRIED FIGS + WALNUTS TAPAS,single,Snack,Nuts & Seeds,Walnuts,walnuts,,,,dried,,[],[],{},,,[],Snack > Nuts & Seeds > Walnuts,0.6,"[""missing_form""]","{""CATEGORY"":[""walnuts""],""STOPWORD"":[""and""],""STORAGE"":[""dried""]}"
86700689561,2123022,ORGANIC COFFEE ALMOND COCONUT CHEWS,single,Beverage,Beverages,Coffee,coffee,coffee,,,,almond,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Beverages > Coffee > Almond,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""coffee"",""almond"",""coconut"",""chews""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""almond"",""coconut""],""FORM"":[""coffee""]}"
99482499273,2384444,ORGANIC SOFT DRIED APPLES,single,Produce,Fruit,Apples,apples,,,soft,dried,,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apples > Soft,0.8,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apples""],""DIET"":[""organic""],""PREPARATION_STATE"":[""soft""],""STOPWORD"":[""soft""],""STORAGE"":[""dried""]}"
1.85889E+11,2404878,"ORGANIC APPLE GENTLY DRIED FRUIT, APPLE",single,Produce,Fruit,Apple,apple,,,,dried,fruit,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Fruit,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple"",""fruit""],""STOPWORD"":[""gently""],""STORAGE"":[""dried""]}"
1.85889E+11,1899300,DRIED APPLE -2-THE-CORE,single,Produce,Fruit,Apple,apple,,,,dried,,[],[],{},,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""CATEGORY"":[""apple""],""FLAVOR_UNIVERSAL"":[""apple""],""STOPWORD"":[""the""],""STORAGE"":[""dried""]}"
6.28056E+11,598892,DRIED APPLE SNACK,single,Produce,Fruit,Apple,apple,,,,dried,,[],[],"{""audience"":[""snack""]}",,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""AUDIENCE"":[""snack""],""CATEGORY"":[""apple"",""snack""],""FLAVOR_UNIVERSAL"":[""apple""],""STORAGE"":[""dried""]}"
6.28056E+11,598893,DRIED APPLE SNACK,single,Produce,Fruit,Apple,apple,,,,dried,,[],[],"{""audience"":[""snack""]}",,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""AUDIENCE"":[""snack""],""CATEGORY"":[""apple"",""snack""],""FLAVOR_UNIVERSAL"":[""apple""],""STORAGE"":[""dried""]}"
6.28056E+11,602794,DRIED APPLE SNACK,single,Produce,Fruit,Apple,apple,,,,dried,,[],[],"{""audience"":[""snack""]}",,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""AUDIENCE"":[""snack""],""CATEGORY"":[""apple"",""snack""],""FLAVOR_UNIVERSAL"":[""apple""],""STORAGE"":[""dried""]}"
6.83953E+11,2408121,DRIED POMEGRANATE SEEDS,single,Produce,Fruit,Pomegranate,pomegranate,seeds,,,dried,,[],[],{},,,[],Produce > Fruit > Pomegranate > Seeds,1.0,[],"{""CATEGORY"":[""pomegranate""],""FLAVOR_UNIVERSAL"":[""pomegranate""],""FORM"":[""seeds""],""STORAGE"":[""dried""]}"
7.11575E+11,2116852,"GOJI BERRY BLEND DRY ROASTED EDAMAME, GOJI BERRY BLEND",single,Produce,Fruit,Goji,goji,blend,,roasted,dry,berry,[],[],{},,,[],Produce > Fruit > Goji > Blend > Berry > Roasted,1.0,[],"{""CATEGORY"":[""goji"",""blend"",""edamame""],""FLAVOR_UNIVERSAL"":[""goji"",""berry"",""roasted""],""FORM"":[""blend"",""roasted""],""PREPARATION_STATE"":[""roasted""],""STORAGE"":[""dry""]}"
7.2038E+11,2666940,ORCHARD SELECT ORGANIC APPLES,single,Produce,Fruit,Apples,apples,,,,,,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apples""],""DIET"":[""organic""],""STOPWORD"":[""select""]}"
7.2038E+11,2018248,"FUSION ORGANIC DRIED FRUIT SNACK, APPLE CINNAMON, APPLE CINNAMON",single,Produce,Fruit,Apple,apple,fruit snack,,,dried,fruit,[],[],"{""audience"":[""snack""],""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Fruit Snack > Fruit,1.0,[],"{""AUDIENCE"":[""snack""],""BRAND_NOISE"":[""organic""],""CATEGORY"":[""snack"",""apple""],""CUISINE"":[""fusion""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""fruit"",""apple"",""cinnamon""],""STORAGE"":[""dried""]}"
7.2038E+11,2057425,APPLE CINNAMON FUSION ORGANIC DRIED FRUIT,single,Produce,Fruit,Apple,apple,,,,dried,cinnamon,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Cinnamon,0.6,"[""missing_form""]","{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple""],""CUISINE"":[""fusion""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple"",""cinnamon"",""fruit""],""STORAGE"":[""dried""]}"
7.23055E+11,2052788,"WHOLE FOODS MARKET, DRIED APPLE JUICE INFUSED CRANBERRIES",single,Beverage,Fruit-based Drinks,Juice,apple,juice,whole,,dried,infused,[],[],"{""fat"":[""whole""]}",,,[],Beverage > Fruit-based Drinks > Juice > Apple,1.0,[],"{""BRAND_NOISE"":[""whole""],""CATEGORY"":[""apple"",""juice"",""cranberries""],""CUT"":[""whole""],""FAT"":[""whole""],""FLAVOR_UNIVERSAL"":[""apple"",""infused""],""FORM"":[""juice""],""STOPWORD"":[""foods"",""market""],""STORAGE"":[""dried"",""infused""]}"
7.31205E+11,2072712,DRIED APPLE,single,Produce,Fruit,Apple,apple,,,,dried,,[],[],{},,,[],Produce > Fruit > Apple,0.6,"[""missing_form""]","{""CATEGORY"":[""apple""],""FLAVOR_UNIVERSAL"":[""apple""],""STORAGE"":[""dried""]}"
7.39446E+11,2094777,DRIED CRANBERRIES APPLE JUICE SWEETENED,single,Beverage,Fruit-based Drinks,Juice,apple,juice,,,dried,,[],[],"{""sweetener"":[""sweetened""]}",,,[],Beverage > Fruit-based Drinks > Juice > Apple,1.0,[],"{""CATEGORY"":[""cranberries"",""apple"",""juice""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""juice""],""STORAGE"":[""dried""],""SWEETENER"":[""sweetened""]}"
8.13367E+11,2119886,APPLE HARVEST CRUNCH DRIED FRUIT SNACKS,single,Produce,Fruit,Apple,apple,crunch,,,dried,fruit,[],[],{},,,[],Produce > Fruit > Apple > Crunch > Fruit,1.0,[],"{""CATEGORY"":[""apple"",""fruit snacks"",""snacks""],""FLAVOR_UNIVERSAL"":[""apple"",""crunch"",""fruit""],""FORM"":[""crunch""],""STOPWORD"":[""harvest""],""STORAGE"":[""dried""]}"
8.13367E+11,2058106,APPLE HARVEST CRUNCH DRIED FRUIT SNACKS,single,Produce,Fruit,Apple,apple,crunch,,,dried,fruit,[],[],{},,,[],Produce > Fruit > Apple > Crunch > Fruit,1.0,[],"{""CATEGORY"":[""apple"",""fruit snacks"",""snacks""],""FLAVOR_UNIVERSAL"":[""apple"",""crunch"",""fruit""],""FORM"":[""crunch""],""STOPWORD"":[""harvest""],""STORAGE"":[""dried""]}"
8.18512E+11,2008855,"SPROUT, GREEK YOGURT SMOOTHIE, BLUEBERRY BLACKCURRANT WITH GREEK YOGURT",single,Beverage,Fruit-based Drinks,Smoothie,yogurt,smoothie,,,,greek,[],"[""yogurt""]",{},,,[],Beverage > Fruit-based Drinks > Smoothie > Greek w/ Yogurt,1.0,[],"{""CATEGORY"":[""sprout"",""yogurt"",""smoothie"",""blueberry"",""yogurt""],""CUISINE"":[""greek"",""greek""],""FLAVOR_UNIVERSAL"":[""greek"",""blueberry"",""greek""],""FORM"":[""yogurt"",""smoothie"",""yogurt""],""STOPWORD"":[""with""]}"
8.18512E+11,1850210,"SPROUT, GREEK YOGURT SMOOTHIE, STRAWBERRY & CHERRY, STRAWBERRY & CHERRY",single,Beverage,Fruit-based Drinks,Smoothie,yogurt,smoothie,,,,greek,[],[],{},,,[],Beverage > Fruit-based Drinks > Smoothie > Greek,1.0,[],"{""CATEGORY"":[""sprout"",""yogurt"",""smoothie"",""strawberry"",""cherry""],""CUISINE"":[""greek""],""FLAVOR_UNIVERSAL"":[""greek"",""strawberry"",""cherry""],""FORM"":[""yogurt"",""smoothie""],""STOPWORD"":[""and""]}"
8.32112E+11,2117762,DRIED DICED APPLES,single,Produce,Fruit,Apples,apples,,diced,diced,dried,,[],[],{},,,[],Produce > Fruit > Apples > Diced,0.8,[],"{""CATEGORY"":[""apples""],""CUT"":[""diced""],""PREPARATION_STATE"":[""diced""],""STORAGE"":[""dried""]}"
8.43701E+11,1886919,FIG WEDGE WITH ALMONDS,combo_pack,Snack,Combo Packs,Dipper,fig,,,,,,[],[],{},,dipper,"[""fig"",""almonds""]",Snack > Combo Packs > Dipper > Fig + Almonds,1.0,[],"{""CATEGORY"":[""fig"",""almonds""],""STOPWORD"":[""with""]}"
8.50001E+11,2396336,"APPLE BLOSSOM BITTERS GENTIAN ROOT & WHOLE SPICES DRINKS, APPLE BLOSSOM",single,Beverage,Soda,Root,root,spices,whole,,,apple,[],[],"{""fat"":[""whole""]}",,,[],Beverage > Soda > Root > Spices > Apple,1.0,[],"{""BRAND_NOISE"":[""whole""],""CATEGORY"":[""apple"",""root"",""spices""],""CUT"":[""whole""],""FAT"":[""whole""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""spices""],""STOPWORD"":[""and""]}"
8.50008E+11,2163299,DRIED APPLES,single,Produce,Fruit,Apples,apples,,,,dried,,[],[],{},,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""CATEGORY"":[""apples""],""STORAGE"":[""dried""]}"
8.50023E+11,2652691,"APPLE CHIPS, APPLE",single,Produce,Fruit,Apple,apple,chips,,,,,[],[],{},,,[],Produce > Fruit > Apple > Chips,1.0,[],"{""CATEGORY"":[""apple"",""chips""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""chips""]}"
8.50023E+11,2406291,"APPLE CRISPY CHIPS, APPLE",single,Produce,Fruit,Apple,apple,chips,,crispy,,,[],[],{},,,[],Produce > Fruit > Apple > Chips > Crispy,1.0,[],"{""CATEGORY"":[""apple"",""chips""],""FLAVOR_UNIVERSAL"":[""apple""],""FORM"":[""chips""],""PREPARATION_STATE"":[""crispy""]}"
8.50996E+11,1856427,"LOVE BEETS, BEET BAR, BEET, CHERRY, BEET, CHERRY",single,Produce,Vegetable,Beet,beet,bar,,,,cherry,[],[],{},,,[],Produce > Vegetable > Beet > Bar > Cherry,1.0,[],"{""CATEGORY"":[""beets"",""beet"",""beet"",""cherry""],""FLAVOR_UNIVERSAL"":[""cherry""],""FORM"":[""bar""]}"
8.55499E+11,2152625,"DRIED CRANBERRIES INFUSED WITH UNSWEETENED APPLE JUICE, DRIED CRANBERRIES",combo_pack,Snack,Combo Packs,Dipper,apple,juice,,,dried,,"[""infused"",""apple""]",[],"{""sweetener"":[""unsweetened""]}",,dipper,"[""cranberries"",""apple juice""]",Snack > Combo Packs > Dipper > Cranberries + Apple Juice,1.0,[],"{""CATEGORY"":[""cranberries"",""apple"",""juice""],""FLAVOR_UNIVERSAL"":[""infused"",""apple""],""FORM"":[""juice""],""STOPWORD"":[""with""],""STORAGE"":[""dried"",""infused""],""SWEETENER"":[""unsweetened""]}"
8.58201E+11,1887121,"STEVE'S PALEOGOODS, DRIED APPLES SNACKS",single,Produce,Fruit,Apples,apples,,,,dried,,[],[],{},,,[],Produce > Fruit > Apples,0.6,"[""missing_form""]","{""CATEGORY"":[""apples"",""snacks""],""STORAGE"":[""dried""]}"
8.72134E+11,453252,"PLAZA MAYOR, FIG CAKE WITH ALMONDS",combo_pack,Snack,Combo Packs,Dipper,fig,cake,,,,,[],[],{},,dipper,"[""fig cake"",""almonds""]",Snack > Combo Packs > Dipper > Fig Cake + Almonds,1.0,[],"{""CATEGORY"":[""fig"",""cake"",""almonds""],""FORM"":[""cake""],""STOPWORD"":[""with""]}"
8.84395E+11,2029428,FRIED APPLES,single,Produce,Fruit,Apples,apples,fried,,fried,canned,,[],[],{},,,[],Produce > Fruit > Apples > Fried,1.0,[],"{""CATEGORY"":[""apples""],""FORM"":[""fried""],""PREPARATION_STATE"":[""fried""]}"
